audit_mode,module,file,xmlid,view_name,model,inherit_id,arch_root,arch_kind,field_count,group_count,labelled_group_count,notebook_count,page_count,labelled_page_count,statusbar_count,header_button_count,button_box_count,stat_button_count,chatter_count,x2many_inline_count,data_anchor_count,source_trace_field_count,structural_score,classification,recommendation,gaps
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_wbs_tree,construction.work.breakdown.audit.fields.view_project_wbs_tree,construction.work.breakdown,view_project_wbs_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_work_breakdown_tree,construction.work.breakdown.audit.fields.view_work_breakdown_tree,construction.work.breakdown,view_work_breakdown_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_wbs_form,construction.work.breakdown.form,construction.work.breakdown,,form,full_form,16,1,0,1,2,2,0,0,0,0,0,2,21,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/work_breakdown_views.xml,view_work_breakdown_form,construction.work.breakdown.form,construction.work.breakdown,,form,full_form,21,3,0,1,3,3,0,0,0,0,0,3,30,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_sc_organization_department_tree,hr.department.audit.fields.view_sc_organization_department_tree,hr.department,view_sc_organization_department_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/organization_department_views.xml,view_sc_organization_department_form,hr.department.form.sc.organization,hr.department,,form,full_form,6,2,1,0,0,0,0,0,0,0,0,1,8,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/wizard/material_plan_to_rfq_views.xml,view_material_plan_to_rfq_wizard,material.plan.to.rfq.wizard.form,material.plan.to.rfq.wizard,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_payment_ledger_tree,payment.ledger.audit.fields.view_payment_ledger_tree,payment.ledger,view_payment_ledger_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/payment_ledger_views.xml,view_payment_ledger_form,payment.ledger.form,payment.ledger,,form,full_form,9,4,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_payment_request_tree,payment.request.audit.fields.view_payment_request_tree,payment.request,view_payment_request_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/payment_request_views.xml,view_payment_request_form,payment.request.form,payment.request,,form,full_form,48,10,6,0,0,0,1,8,1,1,0,3,67,5,10,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_payment_request_line_tree,payment.request.line.audit.fields.view_payment_request_line_tree,payment.request.line,view_payment_request_line_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/payment_request_line_views.xml,view_payment_request_line_form,payment.request.line.form,payment.request.line,,form,full_form,19,5,1,0,0,0,0,0,1,1,0,0,21,8,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/product_extend_views.xml,view_product_template_form_sc_cost,product.template.form.sc.cost,product.template,product.product_template_only_form_view,root,inherited_fragment,4,2,2,0,0,0,0,0,0,0,0,0,4,2,4,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_boq_import_views.xml,view_project_boq_import_wizard,project.boq.import.wizard.form,project.boq.import.wizard,,form,full_form,10,1,0,0,0,0,0,0,0,0,0,0,11,1,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_boq_line_tree,project.boq.line.audit.fields.view_project_boq_line_tree,project.boq.line,view_project_boq_line_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/boq_views.xml,view_project_boq_line_form,project.boq.line.form,project.boq.line,,form,full_form,33,13,2,1,2,2,0,0,0,0,0,1,41,1,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_budget_tree,project.budget.audit.fields.view_project_budget_tree,project.budget,view_project_budget_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_budget_tree,project.budget.audit.fields.view_project_budget_tree,project.budget,view_project_budget_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_budget_form,project.budget.form,project.budget,,form,full_form,22,3,0,1,2,2,0,4,0,0,0,1,28,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_budget_views.xml,view_project_budget_form,project.budget.form,project.budget,,form,full_form,23,3,1,1,1,1,0,4,0,0,0,1,29,1,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_budget_cost_alloc_tree,project.budget.cost.alloc.audit.fields.view_project_budget_cost_alloc_tree,project.budget.cost.alloc,view_project_budget_cost_alloc_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_budget_cost_alloc_form,project.budget.cost.alloc.form,project.budget.cost.alloc,,form,full_form,6,1,0,0,0,0,0,0,0,0,0,0,6,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_cost_code_tree,project.cost.code.audit.fields.view_project_cost_code_tree,project.cost.code,view_project_cost_code_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_cost_code_form,project.cost.code.form,project.cost.code,,form,full_form,7,1,0,0,0,0,0,0,0,0,0,0,7,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_cost_ledger_tree,project.cost.ledger.audit.fields.view_project_cost_ledger_tree,project.cost.ledger,view_project_cost_ledger_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_cost_ledger_form,project.cost.ledger.form,project.cost.ledger,,form,full_form,10,3,0,0,0,0,0,0,0,0,0,0,10,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/dictionary_views.xml,view_project_dictionary_form,project.dictionary.form,project.dictionary,,form,full_form,9,2,0,1,1,1,0,0,0,0,0,1,14,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/dictionary_views.xml,view_project_dictionary_sub_item_form,project.dictionary.sub_item.form,project.dictionary,,form,full_form,13,2,0,1,1,1,0,0,0,0,0,0,13,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/dictionary_views.xml,view_project_quota_subitem_form,project.dictionary.quota.subitem.form,project.dictionary,,form,full_form,16,4,2,0,0,0,0,0,0,0,0,0,16,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_funding_baseline_tree,project.funding.baseline.audit.fields.view_project_funding_baseline_tree,project.funding.baseline,view_project_funding_baseline_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/funding_baseline_views.xml,view_project_funding_baseline_form,project.funding.baseline.form,project.funding.baseline,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_material_plan_tree,project.material.plan.audit.fields.view_project_material_plan_tree,project.material.plan,view_project_material_plan_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/material_plan_views.xml,view_project_material_plan_form,project.material.plan.form,project.material.plan,,form,full_form,27,3,0,1,3,3,1,6,1,2,0,1,52,0,14,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_profit_compare_form,project.profit.compare.form,project.profit.compare,,form,full_form,11,6,2,0,0,0,0,0,0,0,0,0,11,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_progress_entry_tree,project.progress.entry.audit.fields.view_project_progress_entry_tree,project.progress.entry,view_project_progress_entry_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/cost_domain_views.xml,view_project_progress_entry_form,project.progress.entry.form,project.progress.entry,,form,full_form,7,4,0,0,0,0,0,0,0,0,0,0,7,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/audit_list_fields_views.xml,view_audit_fields_view_project_my_list_tree,project.project.audit.fields.view_project_my_list_tree,project.project,view_project_my_list_tree,xpath,inherited_fragment,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_create_form,project.project.form.sc.create,project.project,,form,full_form,10,5,2,0,0,0,0,0,1,1,0,0,12,0,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_create_form_quick,project.project.form.sc.create.quick,project.project,,form,full_form,5,2,1,0,0,0,0,0,0,0,0,0,5,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_project_financial_views.xml,view_project_form_financial_buttons,project.project.form.financial.buttons,project.project,project.edit_project,xpath,inherited_fragment,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/tender_views.xml,view_project_form_inherit_tender,project.project.form.inherit.tender,project.project,project.edit_project,root,inherited_fragment,9,0,0,0,1,1,0,0,0,1,0,1,11,0,4,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_form_sc_core,project.project.form.sc.core,project.project,project.edit_project,root,inherited_fragment,154,24,15,0,10,10,1,0,1,8,0,9,228,41,11,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_notebook;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_hide_task_buttons_sc_core,project.project.form.sc.core.hide.task.buttons,project.project,project.edit_project,root,inherited_fragment,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_hide_task_kanban_actions_sc_core,project.project.kanban.sc.core.hide.task.actions,project.project,project.view_project_kanban,root,inherited_fragment,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_hide_task_kanban_inherit_actions_sc_core,project.project.kanban.inherit.sc.core.hide.task.actions,project.project,project.project_view_kanban_inherit_project,xpath,inherited_fragment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_hide_task_simplified_actions_sc_core,project.project.form.simplified.sc.core.hide.task.actions,project.project,project.project_project_view_form_simplified_footer,xpath,inherited_fragment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_views.xml,view_project_hide_task_tree_actions_sc_core,project.project.tree.sc.core.hide.task.actions,project.project,project.view_project,xpath,inherited_fragment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_overview_views.xml,view_project_overview_form,project.project.form.sc.overview,project.project,,form,full_form,13,0,0,0,0,0,0,0,0,0,0,0,23,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_search_views.xml,view_project_project_search_my,project.project.search.sc.my,project.project,project.view_project_project_filter,xpath,inherited_fragment,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_quick_create_wizard_views.xml,view_project_quick_create_wizard_form,project.quick.create.wizard.form,project.quick.create.wizard,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/task_boq_views.xml,view_task_form_boq,project.task.form.boq,project.task,project.view_task_form2,xpath,inherited_fragment,14,2,0,0,1,1,0,0,0,0,0,1,14,0,6,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_labelled_group;missing_notebook;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/task_sc_state_views.xml,view_task_form_sc_state,project.task.form.sc_state,project.task,project.view_task_form2,xpath,inherited_fragment,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/support/task_sc_state_views.xml,view_task_tree_sc_state,project.task.tree.sc_state,project.task,project.view_task_tree2,xpath,inherited_fragment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,inherit_fragment,继承片段需运行态合并后再判定；静态层只做补丁风险识别,not_full_form;missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
static_xml,smart_construction_core,addons/smart_construction_core/views/core/project_task_from_boq_views.xml,view_project_task_from_boq_wizard,project.task.from.boq.wizard.form,project.task.from.boq.wizard,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,5,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
